District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
492,BIHAR,Kajteaan,3178017,1167089,169395,610680,787483,199305,3420,7005,0,25985,4764,0,1018131,484463,791912,826660,361764,503446,530805,268287,18349,221093,557437,29040,37491,3457,320,368,252,20225,290587,71958,3798,41461,300333,64316,1156511,100659,379782,127932,179373,70871,125448,2112,1323984,252934,2431219,580937,56746,287566,2388,153017,5259,104504,343738,7410,16011,26552,176096,150187,3704,14690,243810,198488,179620,632280,89009,16751,11374,3319,1249,9318,13625,231237,213218,1422,530156,68,234,5456,18387,30872,140493,1327,8570,33374,26522,41264,31433,26276,167074,64147,177555,33239,98829,82176,15791,15188,11992,59,429,4214,74015,444,91,568,1690,140,586,1858,141,29,47,488,2051
370,HIMACHAL PRADESH,Maraau,730779,435786,961592,455358,936582,376817,92620,292952,460334,46217,22945,13135,201962,839958,319827,749877,600798,2328841,227325,563435,7839,380207,1433915,158119,299,1135,284,6315,172,32773,148418,1075258,22350,9834,315360,23610,460821,228264,27351,151999,91483,42729,335936,3859,602422,366130,368981,421740,13859,358144,14307,353158,8508,42094,43220,14334,294275,5202,181527,556678,1255,79445,525539,161424,211866,68160,665,39742,1156,211798,1123,614,3506,64474,488519,53113,47316,1432,31,18652,7919,73323,60917,65,11360,8590,81336,131018,10931,242850,165547,70513,81343,40992,46456,63337,39119,97161,579,11243,833,1516,20414,436,80,78,2461,28,181,243,142,7,131,489,3483
320,HARYANA,Aorohtr,1734196,267071,1231368,268237,738438,826474,268212,300153,88382,63832,116965,313129,1727005,431289,475461,480126,245586,4806312,144055,50775,182087,393963,561179,24921,2781,1027,145,764,52,1018,281818,74296,3801,1895,219231,288454,1132348,736157,99474,122363,325816,2644,22700,27086,1171275,174669,2017906,337211,433166,136776,967,70201,12954,59764,9537,17303,13118,15365,415442,30241,4949,46958,744295,36784,26612,167624,29051,122230,210,175294,2761,301,16993,39037,115376,17928,5645,182,2936,417,17796,328537,576259,940,33157,2884,9852,27771,52915,39467,244134,24977,108969,133415,27195,22374,31601,91746,14819,1423,16138,439,3849,504,507,53,4299,190,41,98,35,98,313,42,3373
524,WEST BENGAL,Cadadnii,1597737,1751311,1383936,96880,1376794,329726,0,290508,11183,380864,614619,0,1533721,397986,28786,167060,151108,560291,254324,2482,13709,38440,2737627,84018,25562,1900,330,9233,52,1164,175679,137044,754,24356,781011,193470,615088,721097,70100,565623,162225,194413,18413,19979,1651758,718147,85486,1398934,1063644,261585,932,96029,31470,17860,34299,4922,239037,4822,33751,105509,36331,382,329278,107504,129702,409748,3061,114558,49,8781,651,257,19697,309937,418105,26266,96532,466,632,6696,7911,139585,40362,746,317196,1401,2562,20840,10898,4614,206221,121888,36109,196472,12817,78235,79546,512,344,21080,395,295,32045,356,1950,1388,2914,52,376,79,45,414,3713,34,3966
72,ORISSA,Masaupd,1242698,246717,284434,1160151,975464,478444,493593,326236,191427,229887,19161,105152,416390,265894,206147,17169,339687,1915237,115248,227527,15750,78155,3117948,285790,6571,2417,329,3341,28054,3641,56169,267467,2829,1868,121482,71747,202226,56761,360592,81564,232810,46738,287580,569,1141597,133226,1461238,246818,751018,328635,79878,144661,28914,5341,131174,1079,149816,1203,46227,27604,37171,20329,88326,30555,31243,28157,4307,187989,501,2091,2257,1555,1635,33851,321284,7447,160906,44,246,13877,6001,137144,53577,435,3175,37207,13124,10225,24086,230151,844002,26213,10554,89164,821,134726,7731,20376,2783,21998,2196,162,16606,887,1627,453,1757,419,21,572,136,610,34,0,2796
263,WEST BENGAL,Manaid,1644525,828216,515812,3307157,766715,2109253,415084,60173,230327,32447,65137,67498,193651,446153,206372,74337,360289,1648509,138607,257440,23956,71313,1821793,12633,66159,71512,16214,222,28,2045,76390,1273613,756,250365,22472,757636,191656,767514,1349590,142675,259128,100671,92437,20978,810189,88875,2349446,633832,352628,269109,2978,13226,15534,63550,330364,10028,110795,7589,25149,206121,8026,10061,608357,201023,25953,691857,106225,14771,322,5985,26,577,5471,250610,25484,38669,69774,31,3,1001,12178,141156,343174,1402,58337,9175,1208,1388,27577,12874,296551,3829,18284,206750,8217,166704,96196,8326,41419,6651,30,13,26314,269,1593,423,1931,114,191,56,70,164,75,88,786
435,MEGHALAYA,Khnpapir,1927850,145426,531828,795438,2657835,1063894,125656,225595,146061,155483,102369,0,566386,390166,8645,233004,322421,649687,101916,3943,22310,125360,47821,52182,661,898317,220,58,48,486,70297,96195,55660,237056,750032,32696,72598,115095,101209,469369,134720,130612,2231,20242,834399,41354,1206332,341778,151873,92465,6994,321056,80451,187043,197294,867,483542,3080,328862,713002,4802,5139,602727,744278,26226,406993,6138,107204,209,16889,940,2201,25478,78543,20141,414,173425,915,915,2593,7981,136242,356119,437,138080,29503,2698,18856,94490,2018,117852,50975,107410,83172,42485,313339,80125,56621,21367,4224,2691,674,30207,351,305,3234,18,137,322,226,406,293,1064,3163,2127
452,PUNJAB,Coniaaruga,1330239,372655,1853736,1252443,1381113,447650,180838,138720,107292,488466,14218,860,1538328,15014,86957,1098269,107657,1325184,71268,690430,25430,172630,231215,25424,1838,141988,1735,1686,88,423,22078,12465,2429,24686,321241,49569,1182464,338562,10203,64316,177776,78506,4954,381,1751941,715805,124560,1025982,57906,184022,1199,287062,1304,382383,49126,23058,307339,1199,12555,157300,186491,12319,229665,678652,814840,273209,37889,15137,8454,140702,2469,3928,1157,24299,30794,666,309847,51,1062,10247,49645,20929,158892,63,116916,52,14396,62321,36013,33040,691863,14612,53557,54135,1110,12879,18029,47257,25972,9745,7870,371,40436,1167,539,294,2532,29,265,78,23,293,194,78,2816
404,CHHATTISGARH,Maadnsra,634238,837066,150926,1492329,735383,196582,389557,96236,347868,48512,184044,388,686231,20087,359513,696233,173974,653959,883,5768,13490,217471,1330205,1878118,34325,1661,72,17439,6,1537,339422,310390,4254,30412,83063,81973,798306,70187,542805,194768,128185,97979,40198,116,1890212,898418,2785811,94072,674567,329076,72,837,1997,39103,893,35114,814477,30938,94338,548483,19917,79140,265445,37870,377867,19445,29417,1986,11285,53040,648,144,14756,23971,403602,51948,250196,6921,796,602,5038,29003,30549,217,148325,43881,24928,11461,105638,2102,144212,46798,44933,75392,67561,15601,193352,27413,7913,1680,1553,118,28891,113,258,12,2072,433,208,100,142,35,226,20,5064
154,UTTAR PRADESH,Rrenar,736787,1067284,1362233,1539224,1832209,543958,202420,113266,152710,111901,48132,256213,381574,414518,86610,931248,46592,391451,44324,88559,30717,769185,871026,78587,8730,335,219,44,44,4588,180833,5932,342,33015,548698,525055,533483,51397,161616,278439,449661,66590,167458,519,1800286,57298,85076,783865,117396,252467,342,437629,508,124880,57170,11786,44848,1318,15886,403031,934,61745,373000,51428,87735,405944,4862,5804,144,787,846,239,4908,445147,222417,404,307194,64,18795,6720,7071,163468,49242,162,25924,18381,4724,70268,33999,41882,92703,52688,180498,40792,30844,1850,87351,74604,4630,11794,1479,75,35232,309,1994,780,286,1469,273,351,6,151,31,287,1531
148,CHHATTISGARH,Mriasprh,1055261,890244,831006,489910,988759,306486,1015,403429,235412,479,845,0,33933,408915,415526,553409,156117,2446085,84233,418803,35670,636117,2485309,25734,35134,1396,290,28,322,2911,140439,467739,5457,3707,38503,184911,407209,855588,359227,444075,35518,52772,29205,10850,1342060,516633,3866757,900411,23154,889851,30513,142307,953,137216,62908,45912,120650,664,162163,100142,43204,19732,111135,926730,178508,277335,44030,96748,6571,2475,1252,209,3737,18719,310808,70923,399,453,948,202,23039,141468,186486,658,20877,27572,969,1550,241036,107899,819948,205297,4884,47263,57850,117023,407333,11030,3576,29830,2634,16,59646,81,1997,218,6033,1709,286,453,79,165,70,306,1504
578,NCT OF DELHI,Artialanr,1781588,206061,817247,2752648,1068617,738644,599631,147299,58983,106615,0,0,443076,441190,834070,249387,180067,449051,212785,136571,6390,111078,302698,127867,27992,236,343,31,117,1939,179608,121727,1095,42749,174581,68353,13611,64481,295958,129673,106402,510119,107986,4900,2390896,555161,1812261,726844,284577,113879,107,128027,10603,117783,234051,8345,162985,4865,248999,27234,13862,8186,400124,571355,92232,181148,30193,9957,249,24971,3069,216,8187,151852,277834,46633,139955,238,2153,1642,2885,326301,615986,91,503073,41562,9589,8049,39008,94024,180764,272836,102066,8213,19849,96479,275484,3183,11688,10331,1459,128,8391,235,277,1504,5218,212,155,165,50,59,64,86,1630
52,MADHYA PRADESH,Sldwh,606809,1163897,21030,1219858,435308,90468,1270139,111110,278600,31918,0,66516,145557,739089,485126,1342687,200832,502654,40451,19697,115609,112031,1074328,301982,942,46374,893,14347,84,4507,32746,111255,25147,2923,187979,159378,964377,85653,229508,84538,252573,13216,5201,8655,2619942,244798,3943654,527644,38679,560756,663,106752,11567,20385,55435,99035,283333,22239,191512,159948,64341,3042,212412,91400,42095,205330,3166,27725,222,4571,623,230,1820,68730,9889,10601,79080,509,21,6441,40261,168089,108528,7917,441163,99549,5006,61745,2702,38634,25298,66293,5264,111457,34168,39603,271870,17178,1307,14571,1937,180,42932,405,3602,392,512,285,128,49,30,618,522,4,10024
407,ASSAM,Bnsth lg,1636864,1065066,1975657,1409424,631619,800754,144481,54878,5268,169075,32557,106027,810959,175969,286257,475260,156252,1110720,174028,3182,14375,166229,1368128,159886,34417,251,155,8271,65,13055,44200,862675,5262,897,143273,89937,406409,402821,337962,658261,244919,23756,21260,8656,127172,354656,177759,417585,349613,190541,82190,301913,3773,36379,99936,8045,322980,5432,1118600,51039,19156,8609,689199,571496,146225,101695,96305,986,606,2588,4499,659,8128,25819,144818,682,51066,300,173,14603,5079,72266,115418,383,530835,41972,3230,903,42994,41061,412006,1988,179259,254357,17914,10004,296742,54838,2668,8656,8109,259,54377,502,178,5789,2295,53,42,110,23,183,125,231,1301
567,ORISSA,Pajauo,1101759,323366,1647855,1584360,1444942,394397,251557,89006,126597,25819,198452,3771,484671,263149,567529,349713,72547,869816,204520,8432,385,9031,2169713,212666,1190,95,103,27361,52,423,40348,77284,2667,10311,93423,38390,456924,127742,12985,181267,89217,5444,37314,4994,1565255,510465,740624,333650,159253,187421,179,246923,1418,2112,23056,6409,93982,9701,551236,425521,205814,33931,289175,35535,121060,784183,17790,43066,410,3359,3528,1369,6097,58671,197407,12908,6275,56,141,3007,5859,58683,423654,50,859298,213565,14522,33847,19468,135036,144412,222701,65292,23744,1357,111681,90617,43114,8800,15377,3181,952,18722,895,2278,1041,769,248,30,42,1572,1329,1611,195,4321
488,WEST BENGAL,Lonbrhnha,2567485,2261223,26659,1192105,782656,948015,209852,173050,29713,158261,45574,69089,531098,545673,321085,100925,10995,1495424,200105,407855,65310,921265,886812,1856,3245,1863,3210,5,104,4962,224203,36009,16264,11283,494475,736707,328589,296554,1399730,118786,72859,25095,93900,4645,1113525,103292,1789564,381268,2265543,15128,367,104256,4218,31582,22744,46938,198379,7253,305529,40899,78429,8004,292890,95475,208864,130080,6029,100155,175,4462,14078,432,4805,176500,189868,32777,129374,457,1751,20486,16120,263293,161508,804,5621,12688,29486,17190,60009,33800,239260,48805,85538,116630,19395,40980,28888,25875,2622,5199,1232,129,17558,226,1083,80,3060,171,21,1793,224,218,347,69,3619
550,MADHYA PRADESH,Comtilaar,2495302,636366,1479052,1168689,615938,390897,398287,169930,92111,118254,63854,503,715881,741996,149690,1057414,345491,1560277,104445,287934,56551,378478,1918764,46200,2047,206,2043,10684,236,4969,61783,155520,712,34946,316110,168060,1070945,545397,780051,227291,7601,27824,128432,137,1737123,399608,1845034,278371,792163,632727,429,99908,3662,87507,24981,12633,95112,9171,24787,333941,6869,4870,152270,544414,43098,237726,2373,23911,31,4759,384,726,16612,34487,357766,27471,531971,48,314,1976,3352,132684,372650,158,54253,9930,27087,21835,4587,21110,327308,74966,147731,22308,22109,6086,267832,73268,280,14194,632,9708,108711,161,969,1160,1423,314,21,282,72,396,33,412,1901
404,BIHAR,Kanadmuup,2385382,1949586,479242,1613602,466197,40980,247313,167249,145767,2047,175682,93262,1736601,2261895,345965,227795,50889,1502350,179012,123254,20875,35540,408303,37266,180191,1069,243,16,16633,20038,758979,270943,17877,6950,187137,72228,496201,523848,491687,41962,12797,46766,144288,32843,1492284,53999,1217135,633211,557256,9423,47329,278642,20972,43393,40639,34834,293621,2392,792941,177838,39350,21902,184611,43739,7500,348630,135572,15605,220,12616,13628,1092,5549,297679,198568,61165,204866,1244,3314,9812,7475,130131,29536,645,904296,18000,7078,97177,52294,239428,459267,43451,69806,108859,2799,161011,13307,123310,14671,26718,603,179,30123,52,3113,286,3601,484,20,109,29,19,119,19,2826
95,ORISSA,Mhilo u,3497820,883914,3988183,616189,350222,495866,162898,166954,178752,260095,36889,1931,341185,265280,115228,29519,87134,644906,223808,1726,14409,372735,1436067,757486,1198,24,129,142,1961,1314,11375,521635,10432,71796,649386,166939,849013,135405,144905,42012,156736,133060,18086,6677,835568,675107,1031488,2584826,34503,180857,11387,25977,22875,13504,35158,98968,375280,50053,113508,91029,3984,7751,278893,8257,485858,543913,129838,11292,31305,2091,963,3561,2742,1409,617577,33484,183593,329,13788,36555,4415,101338,71487,62,272818,36466,43941,27372,25652,51290,74377,209607,24715,115320,2459,62981,424297,22308,15779,1152,16168,147,4263,359,1694,111,3068,87,543,277,49,6,69,4,4316
238,UTTARAKHAND,Bhnrdaua,2153118,513357,515408,424545,344074,17427,118871,16126,0,698336,100,51734,586680,590736,120104,340821,431930,2870533,135289,352545,7896,263319,4269381,90115,407,8468,164,3751,101606,2687,53127,108028,171,4162,634435,66745,396731,16173,13904,237291,104413,120625,59617,31959,860832,473024,2087375,1152477,365879,226447,15380,133399,8606,50378,119162,14753,179943,17276,168107,32150,19892,5942,291930,64712,72460,506680,10410,254432,59,18309,3210,337,25211,264762,59128,9341,70968,294,5970,41149,6655,74150,161602,692,4136,54167,7556,14095,7781,275151,541453,40476,79134,106704,16726,62764,24529,25972,5267,24813,7379,8613,75016,282,1693,873,725,140,89,427,142,5,515,332,1741
612,PUNJAB,Dhnnsaaa,2050721,594902,26772,829908,159153,185071,570418,29914,144131,2022,59834,243586,881095,563560,846668,1412107,77566,1043585,85976,207906,8263,167713,672785,370015,678,389,202,3391,140,23183,45307,219070,2700,1426,850648,63483,356803,54461,482405,142119,6004,84261,4892,297,102380,708970,2277538,863297,235257,130697,64,321282,11666,79432,4672,459,76943,925,130989,4665,35142,7830,180747,470433,43813,342519,6981,32508,143,330762,2263,2262,1962,11077,123744,212,353377,143,2369,4967,17865,5633,40005,1395,50536,106,6282,214490,27695,14252,113555,52643,70193,69639,16597,80209,11089,14647,7557,1373,73,137,182543,8,1689,128,117,409,129,570,240,295,328,161,226
409,ASSAM,Shunataugaa,2462618,741855,28685,3637783,2009615,306134,44054,39426,288843,1019,1842,4040,697386,392105,90571,414823,5107,856382,235521,599957,263,915817,1262233,81401,3374,593,349,14,24,2831,147681,792528,233,5553,493159,6303,459501,179237,233115,287628,104901,148512,113200,267,985223,343649,1536921,420100,219378,16475,4821,450689,5314,27140,38271,2080,84454,67660,423251,91353,7681,37029,647083,140612,178618,287614,477265,14265,1246,16307,1045,147,11571,9410,68736,58931,183575,1291,736,1891,6872,177448,192571,1392,558000,7192,5793,62606,297877,89213,409035,80810,52697,105104,92135,48966,277656,13297,3587,9201,92,5163,23584,325,1339,1115,2260,44,807,141,316,218,493,48,4291
68,UTTARAKHAND,Rardag,3231932,1000636,513012,3195809,1329044,278610,38681,62118,142188,336381,350405,397,72187,299586,95744,368304,307765,2168120,13232,307214,56305,119231,3278799,738114,537,797,1537,13,79,6840,1874,136538,1337,30865,250331,67219,288960,131234,728136,196929,13376,96972,7034,26426,2723890,154473,980247,1680320,215939,260103,345,134239,9089,99191,6412,42848,181153,1499,200568,332478,13946,15595,746928,82658,265919,130640,5916,178612,48,5586,1197,195,2683,227315,33215,3945,494595,11070,1489,8357,2204,92662,187383,1264,52778,39686,12279,85478,84541,11533,278369,68852,44860,225918,48234,4315,131903,92229,21226,48871,1293,414,41111,526,572,1923,1056,38,1,649,55,127,1420,0,1979
129,MADHYA PRADESH,Shdathig a,1077739,1184524,1640044,573788,538664,525039,949646,454941,180090,26125,89570,78613,1546683,469603,616236,578465,337433,2026179,29554,63136,83023,121280,1061386,2889,462939,177,924,4921,27,507,255816,283998,346,137433,346418,153421,452291,283026,120505,863159,318660,121463,116886,19232,1987243,788079,1656888,683924,867352,467095,1735,104320,2262,72086,31167,7964,300628,8553,4885,151860,8529,16980,12009,740411,276619,371863,11564,261013,2113,85751,3205,5816,2817,138008,220377,44597,396893,6168,1561,5206,10009,102617,218124,514,445277,795,19205,5543,62229,4324,417651,123363,70131,106840,20938,11760,220479,1105,14823,24827,6,225,30482,868,187,456,1876,97,59,474,529,67,108,16,4548
347,HARYANA,Gondaodu,1197578,1054490,573095,5024715,958177,563011,1439486,160751,165519,31704,0,2978,2423286,457139,469390,76938,194543,4570357,365035,322331,20365,565357,2300273,12506,20952,11604,9127,30,122077,7134,71342,123326,41998,10765,459058,111651,28781,220235,1428661,9260,131560,68630,5788,316,3159211,308340,948036,1577407,754185,218855,827,742144,28986,155920,82651,20146,194927,4428,684574,208372,1520,15908,230945,9006,79952,314086,4091,1988,10,105446,482,485,13584,117949,33635,81334,8609,6675,7892,5179,15213,73760,419655,9613,148079,2171,42185,2938,7052,72021,228271,1765,6175,54450,13345,6557,128239,202477,2752,16293,2021,1,26723,364,776,96,1512,535,158,49,6,366,68,59,963
344,JHARKHAND,Sacchhl,198101,64924,3246671,800530,65921,1241143,168323,208110,430509,6963,119591,47648,314425,374155,380186,543707,15968,581880,104849,48926,48946,152283,1436693,124598,135601,317,712,1866,179392,3462,35010,101018,420,30281,292597,94348,750769,192855,190966,496837,11994,19557,44806,581,830098,17916,610698,428280,494184,111432,2295,112597,22104,13100,116932,9187,203371,46906,97270,252028,14688,8284,320901,93874,145789,152758,2926,20965,365,29490,2342,45,6422,32869,344175,53107,242116,115,414,172,12940,3120,395558,6829,123707,234476,78506,967,42374,47651,21489,3603,6661,32703,9507,81475,727220,103874,4902,24908,818,39,30623,231,1374,237,503,39,91,140,138,312,14,320,2964
476,RAJASTHAN,Karurna,4249148,913364,1205850,1317063,912207,485135,213618,167390,590547,230208,17006,17458,2066024,268549,607534,388054,159828,1038540,344584,71618,13195,58492,2078884,641593,136998,258,237,30958,62,6703,1225,112898,112,14200,846797,1337480,298184,141756,12743,253126,951705,235520,21300,224,866968,1374501,272833,779167,152327,289888,63,185492,3539,45124,37301,30172,315663,43988,266223,259632,2624,2995,372457,410981,57224,339880,10699,4310,293,4864,4434,564,8311,220248,192939,78338,109034,807,17,349,13358,7016,72376,26,86848,102670,5435,75488,13924,22359,5132,141151,59243,157726,52356,43766,120067,7387,9905,10550,9922,167,17469,343,1376,1612,391,30,46,109,47,410,358,1657,5217
244,KARNATAKA,Bagiipo,2510297,120507,563779,209624,455438,474306,494368,0,328717,30101,184557,647829,1424620,895197,451285,71224,306929,270564,130931,276138,5040,845128,1572032,101409,78282,148,302,46,2382,2091,81042,258882,4381,153661,1003054,359866,291771,516411,250410,808803,104262,114549,180276,14767,820653,788182,2503462,2100115,565455,6805,1659,3691,11080,16766,75678,7949,183486,13053,106204,149825,6348,953,359007,429794,139587,101120,226016,32856,6763,10156,1143,564,2625,92941,363655,8559,252025,298,562,413,12147,31575,8973,1470,21372,11865,5399,15038,80360,21303,141480,74447,147752,51262,111282,48610,243202,49325,4978,6763,2731,2914,35295,375,1480,8,1616,550,21,146,275,22,378,100,292
256,GUJARAT,Mhsasaar,1838592,1352613,1141655,3001678,555596,773621,153192,388486,600226,932909,20620,179425,800225,1115563,115535,391118,219113,211999,262123,26225,15540,159218,1609388,99433,468663,649,166,12136,9299,28451,16244,99551,1736,30062,567629,42403,1163871,327737,818294,161737,567492,180134,112489,3389,1262976,585502,4493713,1878887,666371,106949,4122,84693,5418,234436,6272,19764,96804,23380,181818,579079,2197,12843,1508968,156458,25793,491894,9161,61379,1,8017,2621,2102,4025,1916,68658,8,40031,4443,3,16357,19485,120611,137438,17680,151550,259,7700,23830,5786,10775,22678,1971,6649,66355,87377,17122,558623,24457,10844,7502,456,66,52007,706,1681,590,145,88,25,52,151,161,10,274,2108
274,ANDHRA PRADESH,Cordio hrr,403575,1669903,27765,670187,893024,274353,3285,0,0,157874,173937,124107,757913,677678,171067,552898,173928,86135,152776,205126,3147,55905,3486637,105639,28703,106,51,47,145476,1820,23701,52908,180,24777,189241,102452,303157,265386,146191,233907,217095,192187,15077,18621,199946,535174,2461147,855794,544418,137837,342,18774,1188,14928,139094,18324,110932,4733,85780,159371,42879,1926,498920,113955,173585,739391,2040,33495,343,2493,2296,552,7554,353874,1163,6279,203432,123,429,2223,16075,429590,201335,300,13062,38880,81644,6059,119370,189270,148138,96312,161934,52149,13431,5385,883523,46783,6201,51536,2447,105,80650,578,11,679,1108,323,39,2115,135,6,28,185,1746
